,,,,Execution Time,Execution Time,Execution Time,Execution Time,Guesses,Guesses,Guesses,Guesses,Backtracks,Backtracks,Backtracks,Backtracks
backtracking,6,2,45.0,0.0129465000354684,0.2712710999767296,0.028967710001161284,50,51.0,9283.0,623.7,50,6.0,9238.0,578.7,50
backtracking,7,1,24.0,0.0120082999928854,0.0196138000464998,0.013234496002551128,50,24.0,45.0,26.04,50,0.0,21.0,2.04,50
backtracking,7,1,25.0,0.0120769999921321,0.0190454000257886,0.013412785994587412,50,25.0,80.0,30.36,50,0.0,55.0,5.36,50
backtracking,7,1,26.0,0.0120782000012695,0.0199570999830029,0.013259513999801083,50,26.0,54.0,29.78,50,0.0,28.0,3.78,50
backtracking,7,1,27.0,0.0118582000141032,0.0175858000293374,0.013054656003368977,50,27.0,78.0,32.34,50,0.0,51.0,5.34,50
backtracking,7,1,28.0,0.0120454000425525,0.0179556000512093,0.01341691400622944,50,28.0,112.0,37.4,50,0.0,84.0,9.4,50
backtracking,7,1,29.0,0.012384400004521,0.0200139000080525,0.013693678005365615,50,29.0,84.0,37.2,50,0.0,55.0,8.2,50
backtracking,7,1,30.0,0.0121710000094026,0.0176074999617412,0.013388835992664057,50,30.0,157.0,43.62,50,0.0,127.0,13.62,50
backtracking,7,1,31.0,0.0122785000130534,0.0211317000212147,0.013648611992830366,50,31.0,74.0,43.22,50,0.0,43.0,12.22,50
backtracking,7,1,32.0,0.0121527000446803,0.0195329000125639,0.013490733994403805,50,32.0,112.0,44.6,50,0.0,80.0,12.6,50
backtracking,7,1,33.0,0.0122735999757424,0.0195809999713674,0.013680736001115254,50,34.0,160.0,51.64,50,1.0,127.0,18.64,50
backtracking,7,1,34.0,0.0120094000012613,0.0179346000077202,0.013644919999642253,50,34.0,113.0,49.94,50,0.0,79.0,15.94,50
backtracking,7,1,35.0,0.0121898000361397,0.0208957000286318,0.01383270000806074,50,35.0,138.0,54.88,50,0.0,103.0,19.88,50
backtracking,7,1,36.0,0.0124342000344768,0.0170302000478841,0.01386122399941082,50,37.0,255.0,74.34,50,1.0,219.0,38.34,50
backtracking,7,1,37.0,0.0123370999936014,0.018725500034634,0.014103210009634458,50,37.0,369.0,90.78,50,0.0,332.0,53.78,50
backtracking,7,1,38.0,0.0122956000268459,0.0276456999708898,0.014568334000650742,50,38.0,858.0,132.4,50,0.0,820.0,94.4,50
backtracking,7,1,39.0,0.0125352999893948,0.0258341000298969,0.014374867997830687,50,39.0,737.0,112.84,50,0.0,698.0,73.84,50
backtracking,7,1,40.0,0.0125520000001415,0.0244715000153519,0.015101594001753212,50,42.0,772.0,151.1,50,2.0,732.0,111.1,50
backtracking,7,1,41.0,0.012790800014045,0.0338918999768793,0.016389214004157063,50,43.0,1164.0,174.3,50,2.0,1123.0,133.3,50
backtracking,7,1,42.0,0.0131504000164568,0.0288597000180743,0.01639779399731192,50,47.0,905.0,204.08,50,5.0,863.0,162.08,50
backtracking,7,1,43.0,0.0127590000047348,0.0581896000076085,0.017932314003119197,50,43.0,2711.0,311.06,50,0.0,2668.0,268.06,50
backtracking,7,1,44.0,0.0128260999917984,0.0536598000326193,0.020348042000550733,50,48.0,2478.0,457.4,50,4.0,2434.0,413.4,50
backtracking,7,1,45.0,0.0131722000078298,0.1302497999859042,0.02323179600061845,50,56.0,7163.0,635.06,50,11.0,7118.0,590.06,50
backtracking,7,2,24.0,0.0124753999989479,0.0174687000107951,0.013259756000479638,50,24.0,48.0,27.4,50,0.0,24.0,3.4,50
backtracking,7,2,25.0,0.0119374000350944,0.0176969000021927,0.0133637520007323,50,25.0,85.0,28.7,50,0.0,60.0,3.7,50
backtracking,7,2,26.0,0.0122107999632135,0.0146286999806761,0.01302624800009648,50,26.0,58.0,30.58,50,0.0,32.0,4.58,50
backtracking,7,2,27.0,0.0122747999848797,0.018445800000336,0.013269299999810706,50,27.0,66.0,30.92,50,0.0,39.0,3.92,50
backtracking,7,2,28.0,0.0126600000075995,0.0192973000230267,0.013524325994076157,50,28.0,87.0,36.52,50,0.0,59.0,8.52,50
backtracking,7,2,29.0,0.0123008000082336,0.0182151999906636,0.013329140001442237,50,29.0,67.0,37.18,50,0.0,38.0,8.18,50
backtracking,7,2,30.0,0.0124090999597683,0.0194920999929308,0.01378304999903771,50,30.0,97.0,40.98,50,0.0,67.0,10.98,50
backtracking,7,2,31.0,0.0125799999805167,0.0199823000002652,0.013961302002426195,50,31.0,87.0,43.78,50,0.0,56.0,12.78,50
backtracking,7,2,32.0,0.0123417999711819,0.0168146999785676,0.013402945998823223,50,32.0,101.0,44.34,50,0.0,69.0,12.34,50
backtracking,7,2,33.0,0.0125502000446431,0.0167941999970935,0.013812400004826449,50,33.0,152.0,50.52,50,0.0,119.0,17.52,50
backtracking,7,2,34.0,0.0126573000452481,0.0257833999930881,0.01427795600495297,50,34.0,166.0,51.0,50,0.0,132.0,17.0,50
backtracking,7,2,35.0,0.0127364000072702,0.0194958000211045,0.014279833999462383,50,35.0,173.0,56.7,50,0.0,138.0,21.7,50
backtracking,7,2,36.0,0.0127719999873079,0.0268843999947421,0.01452645200188267,50,36.0,701.0,84.1,50,0.0,665.0,48.1,50
backtracking,7,2,37.0,0.0122544000041671,0.0232406000141054,0.014782143998891077,50,38.0,460.0,95.36,50,1.0,423.0,58.36,50
backtracking,7,2,38.0,0.0124454000033438,0.0292007999960333,0.01673003999749194,50,38.0,424.0,97.04,50,0.0,386.0,59.04,50
backtracking,7,2,39.0,0.0129841000307351,0.0299628999782726,0.016223215998616026,50,39.0,719.0,137.56,50,0.0,680.0,98.56,50
backtracking,7,2,40.0,0.0128928000340238,0.0513789000106044,0.01658671200973908,50,43.0,1543.0,168.68,50,3.0,1503.0,128.68,50
backtracking,7,2,41.0,0.0126117999898269,0.0339570000069215,0.016790974000468802,50,43.0,961.0,150.64,50,2.0,920.0,109.64,50
backtracking,7,2,42.0,0.0126434999983757,0.0424774999846704,0.01723147200187664,50,48.0,1261.0,188.92,50,6.0,1219.0,146.92,50
backtracking,7,2,43.0,0.0131754000321961,0.0865058000199496,0.020633557997643902,50,46.0,3022.0,335.24,50,3.0,2979.0,292.24,50
backtracking,7,2,44.0,0.0134734000312164,0.1470986999920569,0.02321291800122703,50,47.0,5847.0,457.66,50,3.0,5803.0,413.66,50
backtracking,7,2,45.0,0.0125684999511577,0.0685851000016555,0.0216148339991923,50,46.0,2339.0,385.7,50,1.0,2294.0,340.7,50
backtracking,8,1,24.0,0.0176463000243529,0.0241751000285148,0.019085690003121224,50,24.0,81.0,32.18,50,0.0,57.0,8.18,50
backtracking,8,1,25.0,0.0178563999943435,0.0286090000299736,0.020237602007109626,50,25.0,132.0,35.28,50,0.0,107.0,10.28,50
backtracking,8,1,26.0,0.017857400001958,0.0246537000057287,0.019084817996481387,50,26.0,70.0,41.4,50,0.0,44.0,15.4,50
backtracking,8,1,27.0,0.0176451999577693,0.026324399979785,0.01936939799925308,50,27.0,125.0,42.58,50,0.0,98.0,15.58,50
backtracking,8,1,28.0,0.0178624000400304,0.0251142000197432,0.019589154004352124,50,28.0,162.0,52.88,50,0.0,134.0,24.88,50
backtracking,8,1,29.0,0.0175786999752745,0.024628399987705,0.019255051997024517,50,29.0,143.0,52.06,50,0.0,114.0,23.06,50
backtracking,8,1,30.0,0.0180448000319302,0.0291300000390037,0.020070435997331475,50,30.0,573.0,79.86,50,0.0,543.0,49.86,50
backtracking,8,1,31.0,0.0178514999570325,0.0248405000311322,0.019890230003511488,50,31.0,300.0,79.7,50,0.0,269.0,48.7,50
backtracking,8,1,32.0,0.0178822000161744,0.0311528999591246,0.020217993999831332,50,32.0,704.0,97.58,50,0.0,672.0,65.58,50
backtracking,8,1,33.0,0.0181192999589256,0.0287342999945394,0.020965336004737725,50,33.0,452.0,131.12,50,0.0,419.0,98.12,50
backtracking,8,1,34.0,0.0177388999727554,0.0312426000018604,0.021012856001034325,50,34.0,620.0,121.5,50,0.0,586.0,87.5,50
backtracking,8,1,35.0,0.018299899995327,0.0374761999701149,0.021489047996001275,50,35.0,633.0,139.46,50,0.0,598.0,104.46,50
backtracking,8,1,36.0,0.0180526999756693,0.0432327999733388,0.022943599999416576,50,36.0,1224.0,226.2,50,0.0,1188.0,190.2,50
backtracking,8,1,37.0,0.0187332999776117,0.1732278999988921,0.027662196002202058,50,45.0,7627.0,460.82,50,8.0,7590.0,423.82,50
backtracking,8,1,38.0,0.0177362000104039,0.0610535999876447,0.024276222002226816,50,40.0,2139.0,296.62,50,2.0,2101.0,258.62,50
backtracking,8,1,39.0,0.0187453999533318,0.0945259000291116,0.028883655995596152,50,39.0,3895.0,521.1,50,0.0,3856.0,482.1,50
backtracking,8,1,40.0,0.0187599000055342,0.0859555000206455,0.03761806600261475,50,48.0,3220.0,914.12,50,8.0,3180.0,874.12,50
backtracking,8,1,41.0,0.0197618000092916,0.3623830999713391,0.056987975999945734,50,60.0,17457.0,1869.22,50,19.0,17416.0,1828.22,50
backtracking,8,1,42.0,0.0193793000071309,0.3013231000513769,0.061441037998301855,50,48.0,14152.0,2073.8,50,6.0,14110.0,2031.8,50
backtracking,8,1,43.0,0.0201423999969847,0.5689983000047504,0.08149172600125888,50,66.0,26942.0,3062.36,50,23.0,26899.0,3019.36,50
backtracking,8,1,44.0,0.0252887999522499,0.6828370000002905,0.14418400199851017,50,328.0,31895.0,6139.56,50,284.0,31851.0,6095.56,50
backtracking,8,1,45.0,0.0255286999745294,1.6150073999888264,0.2227867559995502,50,226.0,74259.0,9718.4,50,181.0,74214.0,9673.4,50
backtracking,8,2,24.0,0.0180097999982535,0.025155299983453,0.019534611999988516,50,24.0,89.0,33.72,50,0.0,65.0,9.72,50
backtracking,8,2,25.0,0.0179918999783694,0.02522539999336,0.01973853799398053,50,25.0,106.0,36.82,50,0.0,81.0,11.82,50
backtracking,8,2,26.0,0.0178927999804727,0.0232143000466749,0.0196841720025986,50,26.0,73.0,36.32,50,0.0,47.0,10.32,50
backtracking,8,2,27.0,0.0183019000105559,0.0259497000370174,0.019884773999219712,50,27.0,248.0,49.1,50,0.0,221.0,22.1,50
backtracking,8,2,28.0,0.0182519999798387,0.0241570000071078,0.019653070003259884,50,28.0,163.0,49.88,50,0.0,135.0,21.88,50
backtracking,8,2,29.0,0.0183001999976113,0.0242735000210814,0.020026393999578396,50,29.0,143.0,55.02,50,0.0,114.0,26.02,50
backtracking,8,2,30.0,0.017827000003308,0.0332913000020198,0.020706712000537614,50,30.0,545.0,77.34,50,0.0,515.0,47.34,50
backtracking,8,2,31.0,0.0184783000149764,0.0296483000274747,0.02058171400218266,50,31.0,414.0,87.32,50,0.0,383.0,56.32,50
backtracking,8,2,32.0,0.0183791000163182,0.0346398000256158,0.020848313998430918,50,32.0,646.0,91.18,50,0.0,614.0,59.18,50
backtracking,8,2,33.0,0.0187470999662764,0.0295800999738276,0.02139781600213604,50,34.0,437.0,100.6,50,1.0,404.0,67.6,50
backtracking,8,2,34.0,0.019169499981217,0.0458694000262767,0.02287408600444902,50,34.0,651.0,145.9,50,0.0,617.0,111.9,50
backtracking,8,2,35.0,0.0193206000258214,0.0323376000160351,0.022692052000202193,50,35.0,485.0,131.62,50,0.0,450.0,96.62,50
backtracking,8,2,36.0,0.0179931000457145,0.0406867999699898,0.025745645993156308,50,36.0,891.0,261.74,50,0.0,855.0,225.74,50
backtracking,8,2,37.0,0.018158399965614,0.161707799998112,0.02918714000261384,50,39.0,5700.0,413.86,50,2.0,5663.0,376.86,50
backtracking,8,2,38.0,0.0180068000336177,0.0503714000224135,0.02790869200369339,50,40.0,1140.0,364.92,50,2.0,1102.0,326.92,50
backtracking,8,2,39.0,0.0195227999938651,0.1254419999895617,0.0362382299941964,50,46.0,4021.0,647.7,50,7.0,3982.0,608.7,50
backtracking,8,2,40.0,0.0203282000147737,0.2543852000380866,0.04367687200079669,50,74.0,8998.0,940.38,50,34.0,8958.0,900.38,50
backtracking,8,2,41.0,0.0191980000236071,0.3195218999753706,0.06944458599784406,50,67.0,11518.0,1964.34,50,26.0,11477.0,1923.34,50
backtracking,8,2,42.0,0.0198314999579452,0.5184711999609135,0.08220300199580376,50,46.0,18848.0,2375.98,50,4.0,18806.0,2333.98,50
backtracking,8,2,43.0,0.0186890999902971,2.630252800008748,0.1643755300028715,50,51.0,99417.0,5474.16,50,8.0,99374.0,5431.16,50
backtracking,8,2,44.0,0.0200574999907985,0.6367715999949723,0.15833270000177432,50,87.0,23134.0,5091.52,50,43.0,23090.0,5047.52,50
backtracking,8,2,45.0,0.0226208000094629,1.9718661999795584,0.34127618000027715,50,79.0,73257.0,11856.52,50,34.0,73212.0,11811.52,50
backtracking,9,1,24.0,0.0122387000010348,0.0179701999877579,0.013193053998984352,50,24.0,52.0,26.54,50,0.0,28.0,2.54,50
backtracking,9,1,25.0,0.0124846000107936,0.0201769999694079,0.013718350005801724,50,25.0,56.0,30.02,50,0.0,31.0,5.02,50
backtracking,9,1,26.0,0.012353099999018,0.0159212000435218,0.012949574004160197,50,26.0,73.0,32.54,50,0.0,47.0,6.54,50
backtracking,9,1,27.0,0.012402199965436,0.0190099999890662,0.013323137994157108,50,27.0,91.0,34.92,50,0.0,64.0,7.92,50
backtracking,9,1,28.0,0.0122213999857194,0.0162419999833218,0.01318180599948387,50,28.0,273.0,41.38,50,0.0,245.0,13.38,50
backtracking,9,1,29.0,0.0122352000325918,0.0147022999590262,0.013073028001235753,50,29.0,119.0,39.38,50,0.0,90.0,10.38,50
backtracking,9,1,30.0,0.012219299969729,0.0182280000299215,0.013363348002312665,50,30.0,264.0,51.4,50,0.0,234.0,21.4,50
backtracking,9,1,31.0,0.0123508999822661,0.016439699975308,0.013290677999611897,50,31.0,133.0,54.66,50,0.0,102.0,23.66,50
backtracking,9,1,32.0,0.0124133999925106,0.0160952999722212,0.013404670003801543,50,32.0,212.0,54.32,50,0.0,180.0,22.32,50
backtracking,9,1,33.0,0.012616199965123,0.0206315999967046,0.013686376002151479,50,33.0,185.0,65.06,50,0.0,152.0,32.06,50
backtracking,9,1,34.0,0.0125897999969311,0.0188305000192485,0.013556448000017507,50,34.0,410.0,68.5,50,0.0,376.0,34.5,50
backtracking,9,1,35.0,0.0127841999637894,0.0163888999959453,0.013759625997627105,50,35.0,252.0,76.72,50,0.0,217.0,41.72,50
backtracking,9,1,36.0,0.0127425999962724,0.0189341000514105,0.014204098001355261,50,37.0,446.0,111.12,50,1.0,410.0,75.12,50
backtracking,9,1,37.0,0.0127269999939017,0.0237300000153482,0.01470428200089368,50,37.0,390.0,118.96,50,0.0,353.0,81.96,50
backtracking,9,1,38.0,0.0127915000193752,0.0443068000022321,0.016367119997739748,50,38.0,1931.0,237.98,50,0.0,1893.0,199.98,50
backtracking,9,1,39.0,0.0127769999671727,0.0487038000137545,0.01653749400051306,50,41.0,2055.0,238.34,50,2.0,2016.0,199.34,50
backtracking,9,1,40.0,0.0128916000248864,0.0524808000191114,0.0179877140000462,50,41.0,2301.0,329.16,50,1.0,2261.0,289.16,50
backtracking,9,1,41.0,0.0132401000009849,0.1657992000109516,0.024440748001215932,50,53.0,9440.0,720.18,50,12.0,9399.0,679.18,50
backtracking,9,1,42.0,0.0129183999961242,0.1920616999850608,0.025080557999899576,50,60.0,10871.0,740.38,50,18.0,10829.0,698.38,50
backtracking,9,1,43.0,0.0136034999741241,0.2736472000251524,0.03397872400120828,50,58.0,14766.0,1230.18,50,15.0,14723.0,1187.18,50
backtracking,9,1,44.0,0.0140535999671556,0.4386569000198505,0.0614215039950795,50,86.0,24103.0,2810.1,50,42.0,24059.0,2766.1,50
backtracking,9,1,45.0,0.012981400010176,0.3750262999674305,0.05002682200632985,50,45.0,20206.0,2141.6,50,0.0,20161.0,2096.6,50
backtracking,9,2,24.0,0.0123224999988451,0.0141601000213995,0.013110794001258868,50,24.0,76.0,29.48,50,0.0,52.0,5.48,50
backtracking,9,2,25.0,0.0121106000151485,0.0206566000124439,0.013715019999071914,50,25.0,73.0,30.4,50,0.0,48.0,5.4,50
backtracking,9,2,26.0,0.012367199989967,0.0177377000218257,0.013168228002032229,50,26.0,108.0,32.76,50,0.0,82.0,6.76,50
backtracking,9,2,27.0,0.0124335000291466,0.0144499000161886,0.01308698200387876,50,27.0,77.0,34.7,50,0.0,50.0,7.7,50
backtracking,9,2,28.0,0.0124560000258497,0.0161085000145249,0.013267600000835916,50,28.0,90.0,37.66,50,0.0,62.0,9.66,50
backtracking,9,2,29.0,0.0124802999780513,0.0184053999837487,0.013350448000710412,50,29.0,86.0,40.08,50,0.0,57.0,11.08,50
backtracking,9,2,30.0,0.0126809999928809,0.0168470999924466,0.013641557998489541,50,30.0,193.0,48.58,50,0.0,163.0,18.58,50
backtracking,9,2,31.0,0.0126538999611511,0.0200596000067889,0.013973451997153412,50,31.0,201.0,58.44,50,0.0,170.0,27.44,50
backtracking,9,2,32.0,0.0124205999891273,0.0163796000415459,0.013685700000496532,50,32.0,152.0,54.52,50,0.0,120.0,22.52,50
backtracking,9,2,33.0,0.0127235000254586,0.0175798999844119,0.014059848000761077,50,33.0,216.0,68.8,50,0.0,183.0,35.8,50
backtracking,9,2,34.0,0.0127818000037223,0.0176181999850086,0.01417990800575349,50,35.0,201.0,69.06,50,1.0,167.0,35.06,50
backtracking,9,2,35.0,0.0128700000350363,0.0185364999924786,0.014513437999412373,50,35.0,237.0,88.72,50,0.0,202.0,53.72,50
backtracking,9,2,36.0,0.0125263000372797,0.0250819000066258,0.014676128004211888,50,36.0,557.0,100.44,50,0.0,521.0,64.44,50
backtracking,9,2,37.0,0.0128304000245407,0.022393400024157,0.015070666003739418,50,37.0,460.0,113.8,50,0.0,423.0,76.8,50
backtracking,9,2,38.0,0.0129693999770097,0.0584010999882593,0.017392360002268053,50,38.0,1930.0,216.14,50,0.0,1892.0,178.14,50
backtracking,9,2,39.0,0.0127708999789319,0.0390282000298611,0.01714936000527809,50,42.0,1110.0,200.88,50,3.0,1071.0,161.88,50
backtracking,9,2,40.0,0.0131534999818541,0.2557100999983958,0.022811612000223205,50,48.0,9992.0,436.22,50,8.0,9952.0,396.22,50
backtracking,9,2,41.0,0.0129456000286154,0.2031216000323183,0.03249181399703953,50,41.0,8080.0,813.1,50,0.0,8039.0,772.1,50
backtracking,9,2,42.0,0.0132380999857559,0.1425200999947264,0.026184664003085292,50,49.0,5128.0,562.62,50,7.0,5086.0,520.62,50
backtracking,9,2,43.0,0.0137198000447824,0.1026445000316016,0.032789873998844955,50,54.0,3651.0,835.12,50,11.0,3608.0,792.12,50
backtracking,9,2,44.0,0.0137705000233836,0.8440905000315979,0.06631166399922217,50,54.0,33740.0,2172.64,50,10.0,33696.0,2128.64,50
backtracking,9,2,45.0,0.0130780999897979,0.8866458000265993,0.08891071399790232,50,52.0,34828.0,3056.34,50,7.0,34783.0,3011.34,50
